Gemma2_9b_it ; 1.424957275390625000, 1.094696044921875000, 0.086730957031250000,  ,  66.805 
Gemma2_9b_it ; 1.418151855468750000, 1.125167846679687500, 0.048873901367187500,  ,  68.4 
Gemma2_9b_it ; 1.169952392578125000, 0.955444335937500000, 0.005767822265625000,  ,  63.352 
Gemma2_9b_it ; 1.188140869140625000, 0.961090087890625000, 0.006134033203125000,  ,  67.618 
Gemma2_9b_it ; 1.260787963867187500, 1.029418945312500000, 0.006317138671875000,  ,  68.519 
Gemma2_9b_it ; 1.258804321289062500, 1.033218383789062500, 0.006042480468750000,  ,  66.198 
Gemma2_9b_it ; 1.193481445312500000, 0.980133056640625000, 0.005767822265625000,  ,  63.061 
Gemma2_9b_it ; 1.202819824218750000, 0.978683471679687500, 0.006042480468750000,  ,  65.974 
Gemma2_9b_it ; 1.217987060546875000, 1.000122070312500000, 0.005859375000000000,  ,  64.093 
Gemma2_9b_it ; 1.184387207031250000, 0.970657348632812500, 0.005767822265625000,  ,  63.883 
Gemma2_9b_it ; 1.209365844726562500, 0.976608276367187500, 0.006225585937500000,  ,  67.803 
Gemma2_9b_it ; 1.289962768554687500, 1.052810668945312500, 0.011383056640625000,  ,  66.613 
Gemma2_9b_it ; 1.815353393554687500, 1.400817871093750000, 0.108963012695312500,  ,  79.138 
Gemma2_9b_it ; 2.538238525390625000, 1.873077392578125000, 0.254455566406250000,  ,  93.346 
Gemma2_9b_it ; 1.859375000000000000, 1.346969604492187500, 0.194442749023437500,  ,  76.422 
Gemma2_9b_it ; 1.946075439453125000, 1.387329101562500000, 0.222717285156250000,  ,  79.091 
Gemma2_9b_it ; 1.865646362304687500, 1.342575073242187500, 0.207061767578125000,  ,  77.84 
Gemma2_9b_it ; 2.105804443359375000, 1.489410400390625000, 0.247924804687500000,  ,  87.005 
Gemma2_9b_it ; 1.973968505859375000, 1.417404174804687500, 0.213287353515625000,  ,  80.798 
Gemma2_9b_it ; 1.878067016601562500, 1.346389770507812500, 0.211349487304687500,  ,  75.759 
Gemma2_9b_it ; 1.948471069335937500, 1.402481079101562500, 0.211776733398437500,  ,  78.672 
Gemma2_9b_it ; 2.288497924804687500, 1.690170288085937500, 0.228179931640625000,  ,  86.236 
Gemma2_9b_it ; 2.501022338867187500, 1.829238891601562500, 0.268341064453125000,  ,  91.101 
Gemma2_9b_it ; 1.724975585937500000, 1.289413452148437500, 0.147094726562500000,  ,  71.98 
Gemma2_9b_it ; 1.582199096679687500, 1.230865478515625000, 0.079772949218750000,  ,  75.824 
Gemma2_9b_it ; 1.351196289062500000, 1.115005493164062500, 0.006225585937500000,  ,  67.58 
Gemma2_9b_it ; 1.434341430664062500, 1.209320068359375000, 0.005767822265625000,  ,  63.406 
Gemma2_9b_it ; 1.172851562500000000, 0.943786621093750000, 0.006134033203125000,  ,  67.482 
Gemma2_9b_it ; 1.217285156250000000, 0.979232788085937500, 0.006408691406250000,  ,  69.665 
Gemma2_9b_it ; 1.208496093750000000, 0.992828369140625000, 0.005767822265625000,  ,  63.707 
Gemma2_9b_it ; 1.244796752929687500, 1.003128051757812500, 0.016479492187500000,  ,  67.286 
