Gemma2_9b_it ; 1.584777832031250000, 1.207641601562500000, 0.096618652343750000,  ,  74.293 
Gemma2_9b_it ; 1.251419067382812500, 1.018951416015625000, 0.006240844726562500,  ,  67.894 
Gemma2_9b_it ; 1.255233764648437500, 1.013442993164062500, 0.006500244140625000,  ,  71.25 
Gemma2_9b_it ; 1.251663208007812500, 1.024215698242187500, 0.006134033203125000,  ,  67.19 
Gemma2_9b_it ; 1.214385986328125000, 0.983489990234375000, 0.006225585937500000,  ,  67.802 
Gemma2_9b_it ; 1.269332885742187500, 1.041702270507812500, 0.006134033203125000,  ,  67.189 
Gemma2_9b_it ; 1.176757812500000000, 0.958160400390625000, 0.005859375000000000,  ,  64.191 
Gemma2_9b_it ; 1.177459716796875000, 0.954696655273437500, 0.005950927734375000,  ,  64.881 
Gemma2_9b_it ; 1.239013671875000000, 1.009902954101562500, 0.006317138671875000,  ,  68.868 
Gemma2_9b_it ; 1.223587036132812500, 0.998794555664062500, 0.006042480468750000,  ,  66.908 
Gemma2_9b_it ; 1.242904663085937500, 1.014938354492187500, 0.006134033203125000,  ,  66.911 
Gemma2_9b_it ; 1.185470581054687500, 0.968948364257812500, 0.005767822265625000,  ,  63.012 
Gemma2_9b_it ; 1.255615234375000000, 1.021469116210937500, 0.006317138671875000,  ,  69.199 
Gemma2_9b_it ; 1.575469970703125000, 1.319976806640625000, 0.006408691406250000,  ,  70.723 
Gemma2_9b_it ; 1.385055541992187500, 1.115097045898437500, 0.007232666015625000,  ,  79.387 
Gemma2_9b_it ; 1.153656005859375000, 0.953475952148437500, 0.005310058593750000,  ,  58.792 
Gemma2_9b_it ; 1.274520874023437500, 1.028213500976562500, 0.006591796875000000,  ,  71.871 
Gemma2_9b_it ; 1.222473144531250000, 0.997299194335937500, 0.005859375000000000,  ,  64.405 
Gemma2_9b_it ; 1.249847412109375000, 1.017028808593750000, 0.006225585937500000,  ,  68.273 
Gemma2_9b_it ; 1.250061035156250000, 1.021804809570312500, 0.006134033203125000,  ,  66.662 
Gemma2_9b_it ; 1.197860717773437500, 0.969039916992187500, 0.006134033203125000,  ,  67.28 
Gemma2_9b_it ; 1.177368164062500000, 0.970977783203125000, 0.005493164062500000,  ,  59.838 
Gemma2_9b_it ; 1.252639770507812500, 1.023437500000000000, 0.006134033203125000,  ,  67.634 
Gemma2_9b_it ; 1.241500854492187500, 1.006118774414062500, 0.006317138671875000,  ,  69.342 
Gemma2_9b_it ; 1.166931152343750000, 0.951339721679687500, 0.005767822265625000,  ,  63.22 
Gemma2_9b_it ; 1.239410400390625000, 1.005096435546875000, 0.006317138671875000,  ,  69.995 
Gemma2_9b_it ; 1.248504638671875000, 1.013320922851562500, 0.006134033203125000,  ,  66.365 
Gemma2_9b_it ; 1.162689208984375000, 0.937118530273437500, 0.006042480468750000,  ,  66.675 
Gemma2_9b_it ; 1.571807861328125000, 1.302337646484375000, 0.006958007812500000,  ,  76.122 
Gemma2_9b_it ; 1.232254028320312500, 1.012771606445312500, 0.005859375000000000,  ,  64.137 
Gemma2_9b_it ; 1.262176513671875000, 1.029327392578125000, 0.006225585937500000,  ,  67.933 
Gemma2_9b_it ; 1.212188720703125000, 0.977645874023437500, 0.006317138671875000,  ,  69.621 
Gemma2_9b_it ; 1.203842163085937500, 0.990600585937500000, 0.005676269531250000,  ,  62.021 
Gemma2_9b_it ; 1.259567260742187500, 1.025283813476562500, 0.006317138671875000,  ,  69.195 
Gemma2_9b_it ; 1.211502075195312500, 0.988372802734375000, 0.005950927734375000,  ,  65.404 
Gemma2_9b_it ; 1.232635498046875000, 1.007202148437500000, 0.005859375000000000,  ,  64.478 
Gemma2_9b_it ; 1.249526977539062500, 1.015686035156250000, 0.006317138671875000,  ,  69.044 
Gemma2_9b_it ; 1.246170043945312500, 1.016586303710937500, 0.006134033203125000,  ,  67.135 
Gemma2_9b_it ; 1.256866455078125000, 1.013824462890625000, 0.006500244140625000,  ,  71.892 
Gemma2_9b_it ; 1.220611572265625000, 0.984130859375000000, 0.006225585937500000,  ,  68.214 
Gemma2_9b_it ; 1.255859375000000000, 1.006973266601562500, 0.006683349609375000,  ,  73.492 
Gemma2_9b_it ; 1.169082641601562500, 0.933700561523437500, 0.006317138671875000,  ,  69.692 
Gemma2_9b_it ; 1.176925659179687500, 0.969650268554687500, 0.005493164062500000,  ,  59.724 
Gemma2_9b_it ; 1.293319702148437500, 1.052551269531250000, 0.006408691406250000,  ,  70.127 
Gemma2_9b_it ; 1.239547729492187500, 1.017028808593750000, 0.005859375000000000,  ,  64.055 
Gemma2_9b_it ; 2.434478759765625000, 1.902526855468750000, 0.137313842773437500,  ,  95.823 
Gemma2_9b_it ; 1.850524902343750000, 1.310150146484375000, 0.222137451171875000,  ,  73.937 
Gemma2_9b_it ; 1.506347656250000000, 1.193450927734375000, 0.068145751953125000,  ,  65.836 
Gemma2_9b_it ; 2.041397094726562500, 1.696426391601562500, 0.044433593750000000,  ,  80.611 
Gemma2_9b_it ; 1.501968383789062500, 1.132247924804687500, 0.113037109375000000,  ,  70.125 
Gemma2_9b_it ; 1.312042236328125000, 1.035354614257812500, 0.046325683593750000,  ,  68.695 
Gemma2_9b_it ; 1.244232177734375000, 1.018310546875000000, 0.013107299804687500,  ,  62.961 
Gemma2_9b_it ; 2.024032592773437500, 1.399108886718750000, 0.269683837890625000,  ,  80.2 
Gemma2_9b_it ; 1.748931884765625000, 1.234436035156250000, 0.205795288085937500,  ,  72.762 
Gemma2_9b_it ; 1.842788696289062500, 1.313003540039062500, 0.197982788085937500,  ,  76.659 
Gemma2_9b_it ; 1.799606323242187500, 1.269027709960937500, 0.209609985351562500,  ,  75.818 
Gemma2_9b_it ; 1.825698852539062500, 1.276351928710937500, 0.236572265625000000,  ,  74.713 
Gemma2_9b_it ; 2.372421264648437500, 1.706420898437500000, 0.272430419921875000,  ,  86.917 
Gemma2_9b_it ; 2.559997558593750000, 1.870162963867187500, 0.268508911132812500,  ,  93.161 
Gemma2_9b_it ; 1.988479614257812500, 1.418441772460937500, 0.221420288085937500,  ,  80.757 
Gemma2_9b_it ; 2.038665771484375000, 1.432388305664062500, 0.247344970703125000,  ,  82.092 
Gemma2_9b_it ; 1.764801025390625000, 1.269241333007812500, 0.200042724609375000,  ,  73.486 
Gemma2_9b_it ; 1.582214355468750000, 1.238815307617187500, 0.070190429687500000,  ,  73.851 
Gemma2_9b_it ; 1.757812500000000000, 1.486495971679687500, 0.022796630859375000,  ,  67.73 
Gemma2_9b_it ; 1.296112060546875000, 1.033691406250000000, 0.037353515625000000,  ,  64.829 
Gemma2_9b_it ; 1.231903076171875000, 1.013198852539062500, 0.005676269531250000,  ,  62.555 
Gemma2_9b_it ; 2.522445678710937500, 2.089202880859375000, 0.054000854492187500,  ,  97.693 
Gemma2_9b_it ; 2.342514038085937500, 1.991180419921875000, 0.008148193359375000,  ,  89.101 
Gemma2_9b_it ; 2.277053833007812500, 1.935348510742187500, 0.008148193359375000,  ,  89.281 
Gemma2_9b_it ; 1.236907958984375000, 1.005844116210937500, 0.015457153320312500,  ,  62.75 
Gemma2_9b_it ; 1.459411621093750000, 1.209365844726562500, 0.006408691406250000,  ,  70.366 
Gemma2_9b_it ; 1.197540283203125000, 0.987792968750000000, 0.005493164062500000,  ,  60.272 
Gemma2_9b_it ; 1.189270019531250000, 0.961761474609375000, 0.006042480468750000,  ,  65.838 
Gemma2_9b_it ; 1.298812866210937500, 1.032821655273437500, 0.007141113281250000,  ,  77.985 
Gemma2_9b_it ; 1.252563476562500000, 1.000885009765625000, 0.006774902343750000,  ,  74.638 
Gemma2_9b_it ; 1.183013916015625000, 0.972305297851562500, 0.005584716796875000,  ,  60.932 
Gemma2_9b_it ; 1.474563598632812500, 1.236328125000000000, 0.006042480468750000,  ,  66.446 
Gemma2_9b_it ; 1.561569213867187500, 1.237487792968750000, 0.052947998046875000,  ,  72.868 
Gemma2_9b_it ; 1.248825073242187500, 1.022369384765625000, 0.006042480468750000,  ,  66.496 
Gemma2_9b_it ; 1.220245361328125000, 1.003295898437500000, 0.005767822265625000,  ,  62.981 
Gemma2_9b_it ; 1.179519653320312500, 0.946365356445312500, 0.006225585937500000,  ,  68.03 
Gemma2_9b_it ; 1.215286254882812500, 0.977752685546875000, 0.006408691406250000,  ,  69.661 
Gemma2_9b_it ; 1.208770751953125000, 0.994247436523437500, 0.005676269531250000,  ,  62.407 
Gemma2_9b_it ; 1.263290405273437500, 1.032669067382812500, 0.006134033203125000,  ,  67.245 
Gemma2_9b_it ; 1.278503417968750000, 1.045532226562500000, 0.006134033203125000,  ,  66.933 
Gemma2_9b_it ; 1.218399047851562500, 1.000656127929687500, 0.005676269531250000,  ,  62.788 
Gemma2_9b_it ; 1.202026367187500000, 0.987686157226562500, 0.005676269531250000,  ,  61.298 
Gemma2_9b_it ; 1.159957885742187500, 0.917007446289062500, 0.006500244140625000,  ,  71.374 
Gemma2_9b_it ; 1.258499145507812500, 1.026123046875000000, 0.006225585937500000,  ,  68.108 
Gemma2_9b_it ; 1.247787475585937500, 1.014770507812500000, 0.006225585937500000,  ,  68.918 
Gemma2_9b_it ; 2.192657470703125000, 1.612396240234375000, 0.193267822265625000,  ,  88.547 
Gemma2_9b_it ; 1.830154418945312500, 1.315567016601562500, 0.187393188476562500,  ,  77.968 
Gemma2_9b_it ; 1.476669311523437500, 1.230285644531250000, 0.006408691406250000,  ,  70.82 
Gemma2_9b_it ; 1.835952758789062500, 1.504028320312500000, 0.052383422851562500,  ,  75.414 
Gemma2_9b_it ; 1.510299682617187500, 1.187988281250000000, 0.057708740234375000,  ,  72.3 
Gemma2_9b_it ; 1.239089965820312500, 1.017150878906250000, 0.007141113281250000,  ,  62.919 
Gemma2_9b_it ; 1.193649291992187500, 0.981796264648437500, 0.005584716796875000,  ,  60.983 
